,State,year,Brand and Model,Count
3925,Washington,2019,Smart forTwo EV,1659
3926,Washington,2019,Smart forTwo EV Cabrio,75
3927,Washington,2019,Subaru Crosstrek Hybrid,109
3928,Washington,2019,Tesla Model 3,64590
3929,Washington,2019,Tesla Model S,39446
3930,Washington,2019,Tesla Model X,16549
3931,Washington,2019,Tesla Roadster,449
3932,Washington,2019,Toyota Prius Plug-in,6305
3933,Washington,2019,Toyota Prius Prime,10993
3934,Washington,2019,Toyota RAV4 EV,426
3935,Washington,2019,Volkswagen e-Golf,3592
3936,Washington,2019,Volvo S90 Plug In,47
3937,Washington,2019,Volvo XC60 Plug In,1202
3938,Washington,2019,Volvo XC90 Plug In,2125
3939,Washington,2019,Wheego Life,13
3940,Washington,2020,Audi A3 Plug In,5679
3941,Washington,2020,Audi A8 Plug In,4
3942,Washington,2020,Audi Q5 Plug In,986
3943,Washington,2020,Audi e-tron,3602
3944,Washington,2020,Audi e-tron Sportback,14
3945,Washington,2020,Azure Transit Connect,101
3946,Washington,2020,BMW 3-Series Plug in,1796
3947,Washington,2020,BMW 5-Series Plug in,2210
3948,Washington,2020,BMW 7-Series Plug in,192
3949,Washington,2020,BMW X5,5163
3950,Washington,2020,BMW i3,8419
3951,Washington,2020,BMW i3 REx,12003
3952,Washington,2020,BMW i8,1215
3953,Washington,2020,Bentley Bentayga,3
3954,Washington,2020,Cadillac CT6,160
3955,Washington,2020,Cadillac ELR,975
3956,Washington,2020,Chevrolet Bolt EV,34558
3957,Washington,2020,Chevrolet S10 Electric,8
3958,Washington,2020,Chevrolet Spark,2845
3959,Washington,2020,Chevrolet Volt,56246
3960,Washington,2020,Chrysler Pacifica,8928
3961,Washington,2020,Fiat 500e,8300
3962,Washington,2020,Fisker Karma,214
3963,Washington,2020,Ford C-Max Energi,18378
3964,Washington,2020,Ford Focus EV,3465
3965,Washington,2020,Ford Fusion Energi,21722
3966,Washington,2020,Ford Ranger,81
3967,Washington,2020,Honda Accord Plug In,88
3968,Washington,2020,Honda Clarity BEV,4
3969,Washington,2020,Honda Clarity Plug In,7166
3970,Washington,2020,Hyundai Ioniq EV,162
3971,Washington,2020,Hyundai Ioniq Plug In,657
3972,Washington,2020,Hyundai Kona Electric,1090
3973,Washington,2020,Hyundai Sonata Plug In,787
3974,Washington,2020,Jaguar I-Pace,1589
3975,Washington,2020,Kia Niro EV,6396
3976,Washington,2020,Kia Niro Plug In,7947
3977,Washington,2020,Kia Optima Plug In,1348
3978,Washington,2020,Kia Soul EV,9411
3979,Washington,2020,Land Rover Range Rover Plug In,184
3980,Washington,2020,Lincoln Aviator Plug In,81
3981,Washington,2020,Mercedes B-Class Electric,1149
3982,Washington,2020,Mercedes C350e Plug In,130
3983,Washington,2020,Mercedes GLC 350e Hybrid,944
3984,Washington,2020,Mercedes GLE55e,343
3985,Washington,2020,Mercedes S550e,103
3986,Washington,2020,Mini Countryman Plug In,1570
3987,Washington,2020,Mini Hardtop 2 Door EV,189
3988,Washington,2020,Mitsubishi Outlander Plug In,3778
3989,Washington,2020,Mitsubishi i,894
3990,Washington,2020,Nissan Leaf,132176
3991,Washington,2020,Porsche 918 Spyder,15
3992,Washington,2020,Porsche Cayenne S E-Hybrid,2317
3993,Washington,2020,Porsche Panamera S E-Hybrid,885
3994,Washington,2020,Smart forTwo EV,2930
3995,Washington,2020,Smart forTwo EV Cabrio,120
3996,Washington,2020,Subaru Crosstrek Hybrid,469
3997,Washington,2020,Tesla Model 3,145374
3998,Washington,2020,Tesla Model S,69139
3999,Washington,2020,Tesla Model X,32890
4000,Washington,2020,Tesla Model Y,8107
4001,Washington,2020,Tesla Roadster,735
4002,Washington,2020,Th!nk City,29
4003,Washington,2020,Toyota Prius Plug-in,10593
4004,Washington,2020,Toyota Prius Prime,20702
4005,Washington,2020,Toyota RAV4 EV,727
4006,Washington,2020,Toyota RAV4 Prime,17
4007,Washington,2020,Volkswagen e-Golf,11074
4008,Washington,2020,Volvo S60 Plug In,148
4009,Washington,2020,Volvo S90 Plug In,128
4010,Washington,2020,Volvo XC60 Plug In,2347
4011,Washington,2020,Volvo XC90 Plug In,3909
4012,Washington,2020,Wheego Life,28
4013,Washington,2021,Audi A3 Plug In,1018
4014,Washington,2021,Audi A8 Plug In,3
4015,Washington,2021,Audi Q5 Plug In,435
4016,Washington,2021,Audi e-tron,774
4017,Washington,2021,Audi e-tron Sportback,58
4018,Washington,2021,Azure Transit Connect,18
4019,Washington,2021,BMW 3-Series Plug in,315
4020,Washington,2021,BMW 5-Series Plug in,372
4021,Washington,2021,BMW 7-Series Plug in,36
4022,Washington,2021,BMW X5,913
4023,Washington,2021,BMW i3,1435
4024,Washington,2021,BMW i3 REx,2034
4025,Washington,2021,BMW i8,188
4026,Washington,2021,Bentley Bentayga,2
4027,Washington,2021,Cadillac CT6,28
4028,Washington,2021,Cadillac ELR,158
4029,Washington,2021,Chevrolet Bolt EV,6870
4030,Washington,2021,Chevrolet S10 Electric,2
4031,Washington,2021,Chevrolet Spark,479
4032,Washington,2021,Chevrolet Volt,9533
4033,Washington,2021,Chrysler Pacifica,1484
4034,Washington,2021,Fiat 500e,1478
4035,Washington,2021,Fisker Karma,31
4036,Washington,2021,Ford C-Max Energi,3068
4037,Washington,2021,Ford Focus EV,559
4038,Washington,2021,Ford Fusion Energi,3722
4039,Washington,2021,Ford Ranger,21
4040,Washington,2021,Honda Accord Plug In,17
4041,Washington,2021,Honda Clarity BEV,2
4042,Washington,2021,Honda Clarity Plug In,1356
4043,Washington,2021,Hyundai Ioniq EV,44
4044,Washington,2021,Hyundai Ioniq Plug In,156
4045,Washington,2021,Hyundai Kona Electric,350
4046,Washington,2021,Hyundai Sonata Plug In,139
4047,Washington,2021,Jaguar I-Pace,368
4048,Washington,2021,Kia Niro EV,1441
4049,Washington,2021,Kia Niro Plug In,1401
4050,Washington,2021,Kia Optima Plug In,233
4051,Washington,2021,Kia Soul EV,1413
4052,Washington,2021,Land Rover Range Rover Plug In,58
4053,Washington,2021,Lincoln Aviator Plug In,49
4054,Washington,2021,Mercedes B-Class Electric,199
4055,Washington,2021,Mercedes C350e Plug In,21
4056,Washington,2021,Mercedes GLC 350e Hybrid,217
4057,Washington,2021,Mercedes GLE55e,66
4058,Washington,2021,Mercedes S550e,25
4059,Washington,2021,Mini Countryman Plug In,259
4060,Washington,2021,Mini Hardtop 2 Door EV,184
4061,Washington,2021,Mitsubishi Outlander Plug In,784
4062,Washington,2021,Mitsubishi i,140
4063,Washington,2021,Nissan Leaf,22542
4064,Washington,2021,Polestar 2,10
4065,Washington,2021,Porsche 918 Spyder,2
4066,Washington,2021,Porsche Cayenne S E-Hybrid,479
4067,Washington,2021,Porsche Panamera S E-Hybrid,168
4068,Washington,2021,Porsche Taycan,75
4069,Washington,2021,Smart forTwo EV,477
4070,Washington,2021,Smart forTwo EV Cabrio,14
4071,Washington,2021,Subaru Crosstrek Hybrid,85
4072,Washington,2021,Tesla Model 3,28110
4073,Washington,2021,Tesla Model S,12158
4074,Washington,2021,Tesla Model X,6382
4075,Washington,2021,Tesla Model Y,6491
4076,Washington,2021,Tesla Roadster,121
4077,Washington,2021,Th!nk City,6
4078,Washington,2021,Toyota Prius Plug-in,1773
4079,Washington,2021,Toyota Prius Prime,3700
4080,Washington,2021,Toyota RAV4 EV,120
4081,Washington,2021,Toyota RAV4 Prime,98
4082,Washington,2021,Volkswagen e-Golf,1947
4083,Washington,2021,Volvo S90 Plug In,27
4084,Washington,2021,Volvo XC60 Plug In,402
4085,Washington,2021,Volvo XC90 Plug In,681
4086,Washington,2021,Wheego Life,4
4087,Wisconson,2018,Audi A3 Plug In,27
4088,Wisconson,2018,Azure Transit Connect,8
4089,Wisconson,2018,BMW 3-Series Plug in,18
4090,Wisconson,2018,BMW 5-Series Plug in,28
4091,Wisconson,2018,BMW 7-Series Plug in,8
4092,Wisconson,2018,BMW Active E,6
4093,Wisconson,2018,BMW X5,121
4094,Wisconson,2018,BMW i3,41
4095,Wisconson,2018,BMW i3 REx,129
4096,Wisconson,2018,BMW i8,60
4097,Wisconson,2018,Cadillac ELR,48
4098,Wisconson,2018,Chevrolet Bolt EV,86
4099,Wisconson,2018,Chevrolet Spark,8
4100,Wisconson,2018,Chevrolet Volt,2129
4101,Wisconson,2018,Chrysler Pacifica,140
4102,Wisconson,2018,E-Ride EXV,26
4103,Wisconson,2018,Fiat 500e,16
4104,Wisconson,2018,Fisker Karma,14
4105,Wisconson,2018,Ford C-Max Energi,535
4106,Wisconson,2018,Ford Focus EV,71
4107,Wisconson,2018,Ford Fusion Energi,439
4108,Wisconson,2018,Ford Ranger,4
4109,Wisconson,2018,Ford Think Neighbor,10
4110,Wisconson,2018,GEM NEV,124
4111,Wisconson,2018,Honda Accord Plug In,2
4112,Wisconson,2018,Honda Clarity Plug In,49
4113,Wisconson,2018,Hyundai Ioniq Plug In,2
4114,Wisconson,2018,Hyundai Sonata Plug In,11
4115,Wisconson,2018,Jaguar I-Pace,1
4116,Wisconson,2018,Kia Niro EV,2
4117,Wisconson,2018,Kia Niro Plug In,14
4118,Wisconson,2018,Kia Optima Plug In,20
4119,Wisconson,2018,Kia Soul EV,4
4120,Wisconson,2018,Mercedes B-Class Electric,11
4121,Wisconson,2018,Mercedes GLE55e,8
4122,Wisconson,2018,Mini Countryman Plug In,11
4123,Wisconson,2018,Mitsubishi Outlander Plug In,22
4124,Wisconson,2018,Mitsubishi i,36
4125,Wisconson,2018,Nissan Leaf,588
4126,Wisconson,2018,Porsche 918 Spyder,2
4127,Wisconson,2018,Porsche Cayenne S E-Hybrid,55
4128,Wisconson,2018,Porsche Panamera S E-Hybrid,24
4129,Wisconson,2018,Smart forTwo EV,66
4130,Wisconson,2018,Tesla Model 3,154
4131,Wisconson,2018,Tesla Model S,568
4132,Wisconson,2018,Tesla Model X,266
4133,Wisconson,2018,Tesla Roadster,11
4134,Wisconson,2018,Toyota Prius Plug-in,124
4135,Wisconson,2018,Toyota Prius Prime,141
4136,Wisconson,2018,Toyota RAV4 EV,6
4137,Wisconson,2018,Volkswagen e-Golf,1
4138,Wisconson,2018,Volvo S90 Plug In,1
4139,Wisconson,2018,Volvo XC60 Plug In,6
4140,Wisconson,2018,Volvo XC90 Plug In,88
4141,Wisconson,2019,Audi A3 Plug In,12
4142,Wisconson,2019,Audi e-tron,4
4143,Wisconson,2019,Azure Transit Connect,4
4144,Wisconson,2019,BMW 3-Series Plug in,14
4145,Wisconson,2019,BMW 5-Series Plug in,26
4146,Wisconson,2019,BMW 7-Series Plug in,5
4147,Wisconson,2019,BMW Active E,3
4148,Wisconson,2019,BMW X5,77
4149,Wisconson,2019,BMW i3,27
4150,Wisconson,2019,BMW i3 REx,92
4151,Wisconson,2019,BMW i8,43
4152,Wisconson,2019,Cadillac ELR,29
4153,Wisconson,2019,Chevrolet Bolt EV,97
4154,Wisconson,2019,Chevrolet Spark,5
4155,Wisconson,2019,Chevrolet Volt,1231
4156,Wisconson,2019,Chrysler Pacifica,110
4157,Wisconson,2019,E-Ride EXV,13
4158,Wisconson,2019,Fiat 500e,11
4159,Wisconson,2019,Fisker Karma,8
4160,Wisconson,2019,Ford C-Max Energi,336
4161,Wisconson,2019,Ford Focus EV,38
4162,Wisconson,2019,Ford Fusion Energi,286
4163,Wisconson,2019,Ford Ranger,2
4164,Wisconson,2019,Ford Think Neighbor,4
4165,Wisconson,2019,GEM NEV,62
4166,Wisconson,2019,Honda Accord Plug In,4
4167,Wisconson,2019,Honda Clarity Plug In,54
4168,Wisconson,2019,Hyundai Ioniq Plug In,3
4169,Wisconson,2019,Hyundai Sonata Plug In,16
4170,Wisconson,2019,International Estar,1
4171,Wisconson,2019,Jaguar I-Pace,6
4172,Wisconson,2019,Kia Niro EV,5
4173,Wisconson,2019,Kia Niro Plug In,30
4174,Wisconson,2019,Kia Optima Plug In,18
4175,Wisconson,2019,Kia Soul EV,2
4176,Wisconson,2019,Mercedes B-Class Electric,7
4177,Wisconson,2019,Mercedes GLC 350e Hybrid,2
4178,Wisconson,2019,Mercedes GLE55e,4
4179,Wisconson,2019,Mini Countryman Plug In,12
4180,Wisconson,2019,Mitsubishi Outlander Plug In,22
4181,Wisconson,2019,Mitsubishi i,16
4182,Wisconson,2019,Nissan Leaf,382
4183,Wisconson,2019,Porsche 918 Spyder,1
4184,Wisconson,2019,Porsche Cayenne S E-Hybrid,29
4185,Wisconson,2019,Porsche Panamera S E-Hybrid,16
4186,Wisconson,2019,Smart forTwo EV,34
4187,Wisconson,2019,Tesla Model 3,275
4188,Wisconson,2019,Tesla Model S,353
4189,Wisconson,2019,Tesla Model X,155
4190,Wisconson,2019,Tesla Roadster,9
4191,Wisconson,2019,Toyota Prius Plug-in,86
4192,Wisconson,2019,Toyota Prius Prime,110
4193,Wisconson,2019,Toyota RAV4 EV,3
4194,Wisconson,2019,Volkswagen e-Golf,2
4195,Wisconson,2019,Volvo S90 Plug In,1
4196,Wisconson,2019,Volvo XC60 Plug In,4
4197,Wisconson,2019,Volvo XC90 Plug In,50
4198,Wisconson,2020,Audi A3 Plug In,31
4199,Wisconson,2020,Audi Q5 Plug In,11
4200,Wisconson,2020,Audi e-tron,32
4201,Wisconson,2020,Audi e-tron Sportback,3
4202,Wisconson,2020,Azure Transit Connect,8
4203,Wisconson,2020,BMW 3-Series Plug in,25
4204,Wisconson,2020,BMW 5-Series Plug in,63
4205,Wisconson,2020,BMW 7-Series Plug in,15
4206,Wisconson,2020,BMW Active E,6
4207,Wisconson,2020,BMW X3,13
4208,Wisconson,2020,BMW X5,169
4209,Wisconson,2020,BMW i3,75
4210,Wisconson,2020,BMW i3 REx,203
4211,Wisconson,2020,BMW i8,101
4212,Wisconson,2020,Cadillac ELR,55
4213,Wisconson,2020,Chevrolet Bolt EV,404
4214,Wisconson,2020,Chevrolet Spark,18
4215,Wisconson,2020,Chevrolet Volt,2792
4216,Wisconson,2020,Chrysler Pacifica,302
4217,Wisconson,2020,E-Ride EXV,27
4218,Wisconson,2020,Fiat 500e,22
4219,Wisconson,2020,Fisker Karma,15
4220,Wisconson,2020,Ford C-Max Energi,739
4221,Wisconson,2020,Ford Focus EV,88
4222,Wisconson,2020,Ford Fusion Energi,735
4223,Wisconson,2020,Ford Ranger,4
4224,Wisconson,2020,Ford Think Neighbor,4
4225,Wisconson,2020,GEM NEV,135
4226,Wisconson,2020,Honda Accord Plug In,11
4227,Wisconson,2020,Honda Clarity Plug In,123
4228,Wisconson,2020,Hyundai Ioniq Plug In,5
4229,Wisconson,2020,Hyundai Kona Electric,2
4230,Wisconson,2020,Hyundai Sonata Plug In,55
4231,Wisconson,2020,International Estar,2
4232,Wisconson,2020,Jaguar I-Pace,25
4233,Wisconson,2020,Karma Revero,1
4234,Wisconson,2020,Kia Niro EV,38
4235,Wisconson,2020,Kia Niro Plug In,131
4236,Wisconson,2020,Kia Optima Plug In,63
4237,Wisconson,2020,Kia Soul EV,12
4238,Wisconson,2020,Lincoln Aviator Plug In,11
4239,Wisconson,2020,Mercedes B-Class Electric,16
4240,Wisconson,2020,Mercedes GLC 350e Hybrid,23
4241,Wisconson,2020,Mercedes GLE55e,8
4242,Wisconson,2020,Mini Countryman Plug In,27
4243,Wisconson,2020,Mini Hardtop 2 Door EV,8
4244,Wisconson,2020,Mitsubishi Outlander Plug In,76
4245,Wisconson,2020,Mitsubishi i,38
4246,Wisconson,2020,Nissan Leaf,887
4247,Wisconson,2020,Porsche 918 Spyder,1
4248,Wisconson,2020,Porsche Cayenne S E-Hybrid,77
4249,Wisconson,2020,Porsche Panamera S E-Hybrid,41
4250,Wisconson,2020,Porsche Taycan,14
4251,Wisconson,2020,Smart forTwo EV,83
4252,Wisconson,2020,Smith EV,6
4253,Wisconson,2020,Subaru Crosstrek Hybrid,1
4254,Wisconson,2020,Tesla Model 3,1147
4255,Wisconson,2020,Tesla Model S,947
4256,Wisconson,2020,Tesla Model X,386
4257,Wisconson,2020,Tesla Model Y,87
4258,Wisconson,2020,Tesla Roadster,16
4259,Wisconson,2020,Toyota Prius Plug-in,179
4260,Wisconson,2020,Toyota Prius Prime,315
4261,Wisconson,2020,Toyota RAV4 EV,8
4262,Wisconson,2020,Toyota RAV4 Prime,3
4263,Wisconson,2020,Volkswagen e-Golf,12
4264,Wisconson,2020,Volvo S60 Plug In,1
4265,Wisconson,2020,Volvo S90 Plug In,4
4266,Wisconson,2020,Volvo XC60 Plug In,18
4267,Wisconson,2020,Volvo XC90 Plug In,121
