,State,year,Brand and Model,Count
2094,New Jersey,2019,Mercedes GLC 350e Hybrid,353
2095,New Jersey,2019,Mercedes GLE55e,72
2096,New Jersey,2019,Mercedes S550e,8
2097,New Jersey,2019,Miles EV,3
2098,New Jersey,2019,Miles ZX40ST,22
2099,New Jersey,2019,Mini Countryman Plug In,229
2100,New Jersey,2019,Mini Hardtop 2 Door EV,21
2101,New Jersey,2019,Mitsubishi Outlander Plug In,200
2102,New Jersey,2019,Mitsubishi i,44
2103,New Jersey,2019,Nissan Leaf,1498
2104,New Jersey,2019,Porsche 918 Spyder,8
2105,New Jersey,2019,Porsche Cayenne S E-Hybrid,463
2106,New Jersey,2019,Porsche Panamera S E-Hybrid,249
2107,New Jersey,2019,Smart EQ ForTwo,3
2108,New Jersey,2019,Smart forTwo EV,348
2109,New Jersey,2019,Smart forTwo EV Cabrio,44
2110,New Jersey,2019,Smith EV,7
2111,New Jersey,2019,Subaru Crosstrek Hybrid,106
2112,New Jersey,2019,Tesla Model 3,13782
2113,New Jersey,2019,Tesla Model S,9324
2114,New Jersey,2019,Tesla Model X,4848
2115,New Jersey,2019,Tesla Roadster,45
2116,New Jersey,2019,Th!nk City,1
2117,New Jersey,2019,Toyota Mirai,4
2118,New Jersey,2019,Toyota Prius Plug-in,1790
2119,New Jersey,2019,Toyota Prius Prime,3814
2120,New Jersey,2019,Toyota RAV4 EV,7
2121,New Jersey,2019,Volkswagen e-Golf,213
2122,New Jersey,2019,Volvo S60 Plug In,340
2123,New Jersey,2019,Volvo S90 Plug In,41
2124,New Jersey,2019,Volvo XC60 Plug In,161
2125,New Jersey,2019,Volvo XC90 Plug In,388
2126,New Jersey,2020,Audi A3 Plug In,65
2127,New Jersey,2020,Audi Q5 Plug In,31
2128,New Jersey,2020,Audi e-tron,193
2129,New Jersey,2020,Azure Transit Connect,24
2130,New Jersey,2020,BMW 3-Series Plug in,82
2131,New Jersey,2020,BMW 5-Series Plug in,683
2132,New Jersey,2020,BMW 7-Series Plug in,153
2133,New Jersey,2020,BMW X3,21
2134,New Jersey,2020,BMW X5,702
2135,New Jersey,2020,BMW i3,450
2136,New Jersey,2020,BMW i3 REx,322
2137,New Jersey,2020,BMW i8,342
2138,New Jersey,2020,Cadillac CT6,8
2139,New Jersey,2020,Cadillac ELR,34
2140,New Jersey,2020,Chevrolet Bolt EV,921
2141,New Jersey,2020,Chevrolet Impala,1
2142,New Jersey,2020,Chevrolet Spark,30
2143,New Jersey,2020,Chevrolet Volt,1445
2144,New Jersey,2020,Chrysler Pacifica,298
2145,New Jersey,2020,E-Ride EXV,8
2146,New Jersey,2020,Fiat 500e,39
2147,New Jersey,2020,Fisker Karma,22
2148,New Jersey,2020,Ford C-Max Energi,557
2149,New Jersey,2020,Ford Focus EV,52
2150,New Jersey,2020,Ford Fusion Energi,1585
2151,New Jersey,2020,Ford Think Neighbor,3
2152,New Jersey,2020,GEM NEV,283
2153,New Jersey,2020,HINO 195,24
2154,New Jersey,2020,Honda Accord Plug In,13
2155,New Jersey,2020,Honda Clarity Plug In,1057
2156,New Jersey,2020,Honda Fit EV,13
2157,New Jersey,2020,Hyundai Ioniq EV,178
2158,New Jersey,2020,Hyundai Ioniq Plug In,367
2159,New Jersey,2020,Hyundai Kona Electric,200
2160,New Jersey,2020,Hyundai Sonata Plug In,104
2161,New Jersey,2020,Jaguar I-Pace,112
2162,New Jersey,2020,Karma Revero,3
2163,New Jersey,2020,Kia Niro EV,80
2164,New Jersey,2020,Kia Niro Plug In,163
2165,New Jersey,2020,Kia Optima Plug In,67
2166,New Jersey,2020,Kia Soul EV,95
2167,New Jersey,2020,Land Rover Range Rover Plug In,28
2168,New Jersey,2020,Lincoln Aviator Plug In,9
2169,New Jersey,2020,Mclaren P1,2
2170,New Jersey,2020,Mercedes B-Class Electric,18
2171,New Jersey,2020,Mercedes C350e Plug In,4
2172,New Jersey,2020,Mercedes GLC 350e Hybrid,216
2173,New Jersey,2020,Mercedes GLE55e,38
2174,New Jersey,2020,Mercedes S550e,3
2175,New Jersey,2020,Miles EV,1
2176,New Jersey,2020,Miles ZX40ST,9
2177,New Jersey,2020,Mini Countryman Plug In,118
2178,New Jersey,2020,Mini Hardtop 2 Door EV,32
2179,New Jersey,2020,Mitsubishi Outlander Plug In,113
2180,New Jersey,2020,Mitsubishi i,21
2181,New Jersey,2020,Nissan Leaf,834
2182,New Jersey,2020,Porsche 918 Spyder,4
2183,New Jersey,2020,Porsche Cayenne S E-Hybrid,279
2184,New Jersey,2020,Porsche Panamera S E-Hybrid,158
2185,New Jersey,2020,Porsche Taycan,14
2186,New Jersey,2020,Smart EQ ForTwo,2
2187,New Jersey,2020,Smart forTwo EV,181
2188,New Jersey,2020,Smart forTwo EV Cabrio,24
2189,New Jersey,2020,Smith EV,3
2190,New Jersey,2020,Subaru Crosstrek Hybrid,147
2191,New Jersey,2020,Tesla Model 3,9836
2192,New Jersey,2020,Tesla Model S,4966
2193,New Jersey,2020,Tesla Model X,2929
2194,New Jersey,2020,Tesla Model Y,81
2195,New Jersey,2020,Tesla Roadster,21
2196,New Jersey,2020,Toyota Mirai,2
2197,New Jersey,2020,Toyota Prius Plug-in,876
2198,New Jersey,2020,Toyota Prius Prime,2202
2199,New Jersey,2020,Toyota RAV4 EV,4
2200,New Jersey,2020,Volkswagen e-Golf,156
2201,New Jersey,2020,Volvo S60 Plug In,208
2202,New Jersey,2020,Volvo S90 Plug In,26
2203,New Jersey,2020,Volvo XC60 Plug In,108
2204,New Jersey,2020,Volvo XC90 Plug In,218
2205,New York,2011,Azure Transit Connect,2
2206,New York,2011,Chevrolet S10 Electric,4
2207,New York,2011,Chevrolet Volt,55
2208,New York,2011,E-Ride EXV,16
2209,New York,2011,Ford Ranger,30
2210,New York,2011,Ford Think Neighbor,263
2211,New York,2011,GEM NEV,1783
2212,New York,2011,Miles EV,5
2213,New York,2011,Miles ZX40ST,15
2214,New York,2011,Smart forTwo EV,10
2215,New York,2011,Smith EV,7
2216,New York,2011,Tesla Roadster,37
2217,New York,2011,Toyota RAV4 EV,3
2218,New York,2011,ZAP EV,1
2219,New York,2012,Azure Transit Connect,79
2220,New York,2012,BMW Active E,48
2221,New York,2012,Chevrolet S10 Electric,6
2222,New York,2012,Chevrolet Volt,1762
2223,New York,2012,Coda EV,1
2224,New York,2012,E-Ride EXV,33
2225,New York,2012,Fisker Karma,48
2226,New York,2012,Ford C-Max Energi,114
2227,New York,2012,Ford Focus EV,26
2228,New York,2012,Ford Ranger,58
2229,New York,2012,Ford Think Neighbor,444
2230,New York,2012,GEM NEV,3273
2231,New York,2012,Honda Accord Plug In,1
2232,New York,2012,International Estar,45
2233,New York,2012,Miles EV,10
2234,New York,2012,Miles ZX40ST,26
2235,New York,2012,Mitsubishi i,45
2236,New York,2012,Nissan Leaf,316
2237,New York,2012,Smart forTwo EV,21
2238,New York,2012,Smith EV,82
2239,New York,2012,Tesla Model S,77
2240,New York,2012,Tesla Roadster,80
2241,New York,2012,Th!nk City,11
2242,New York,2012,Toyota Prius Plug-in,1359
2243,New York,2012,Toyota RAV4 EV,6
2244,New York,2012,ZAP EV,6
2245,New York,2013,Azure Transit Connect,39
2246,New York,2013,BMW Active E,30
2247,New York,2013,BYD e6,1
2248,New York,2013,Cadillac ELR,2
2249,New York,2013,Chevrolet S10 Electric,3
2250,New York,2013,Chevrolet Volt,2040
2251,New York,2013,Coda EV,1
2252,New York,2013,E-Ride EXV,17
2253,New York,2013,EVI EV,5
2254,New York,2013,Fisker Karma,31
2255,New York,2013,Ford C-Max Energi,594
2256,New York,2013,Ford Focus EV,100
2257,New York,2013,Ford Fusion Energi,369
2258,New York,2013,Ford Ranger,29
2259,New York,2013,Ford Think Neighbor,194
2260,New York,2013,GEM NEV,1650
2261,New York,2013,Honda Accord Plug In,155
2262,New York,2013,Honda Fit EV,89
2263,New York,2013,International Estar,14
2264,New York,2013,Miles EV,5
2265,New York,2013,Miles ZX40ST,13
2266,New York,2013,Mitsubishi i,62
2267,New York,2013,Nissan Leaf,552
2268,New York,2013,Porsche Panamera S E-Hybrid,2
2269,New York,2013,Smart forTwo EV,124
2270,New York,2013,Smith EV,56
2271,New York,2013,Tesla Model S,829
2272,New York,2013,Tesla Roadster,38
2273,New York,2013,Th!nk City,3
2274,New York,2013,Toyota Prius Plug-in,3484
2275,New York,2013,Toyota RAV4 EV,6
2276,New York,2013,Wheego Life,1
2277,New York,2013,ZAP EV,3
2278,New York,2014,Azure Transit Connect,143
2279,New York,2014,BMW Active E,1
2280,New York,2014,BMW i3,135
2281,New York,2014,BMW i3 REx,284
2282,New York,2014,BMW i8,97
2283,New York,2014,BYD e6,2
2284,New York,2014,Cadillac ELR,187
2285,New York,2014,Chevrolet S10 Electric,2
2286,New York,2014,Chevrolet Spark,5
2287,New York,2014,Chevrolet Volt,7895
2288,New York,2014,Coda EV,14
2289,New York,2014,E-Ride EXV,155
2290,New York,2014,EVI EV,11
2291,New York,2014,Fisker Karma,55
2292,New York,2014,Ford C-Max Energi,4510
2293,New York,2014,Ford Focus EV,819
2294,New York,2014,Ford Fusion Energi,2408
2295,New York,2014,Ford Ranger,30
2296,New York,2014,Ford Think Neighbor,616
2297,New York,2014,GEM NEV,3825
2298,New York,2014,Honda Accord Plug In,565
2299,New York,2014,Honda Fit EV,190
2300,New York,2014,International Estar,87
2301,New York,2014,Mclaren P1,17
2302,New York,2014,Mercedes B-Class Electric,78
2303,New York,2014,Miles EV,46
2304,New York,2014,Miles ZX40ST,221
2305,New York,2014,Mitsubishi i,63
2306,New York,2014,Nissan Leaf,5059
2307,New York,2014,Porsche 918 Spyder,28
2308,New York,2014,Porsche Cayenne S E-Hybrid,16
2309,New York,2014,Porsche Panamera S E-Hybrid,57
2310,New York,2014,Smart forTwo EV,444
2311,New York,2014,Smith EV,129
2312,New York,2014,Tesla Model S,2765
2313,New York,2014,Tesla Roadster,92
2314,New York,2014,Th!nk City,11
2315,New York,2014,Toyota Prius Plug-in,9561
2316,New York,2014,Toyota RAV4 EV,9
2317,New York,2014,Volkswagen e-Golf,42
2318,New York,2014,Wheego Life,4
2319,New York,2014,ZAP EV,1
2320,New York,2015,Azure Transit Connect,46
2321,New York,2015,BMW X5,119
2322,New York,2015,BMW i3,224
2323,New York,2015,BMW i3 REx,735
2324,New York,2015,BMW i8,364
2325,New York,2015,Cadillac ELR,283
2326,New York,2015,Chevrolet Spark,4
2327,New York,2015,Chevrolet Volt,7298
2328,New York,2015,Coda EV,12
2329,New York,2015,E-Ride EXV,45
2330,New York,2015,EVI EV,6
2331,New York,2015,Fiat 500e,2
2332,New York,2015,Fisker Karma,40
2333,New York,2015,Ford C-Max Energi,3235
2334,New York,2015,Ford Focus EV,293
2335,New York,2015,Ford Fusion Energi,4983
2336,New York,2015,Ford Think Neighbor,75
2337,New York,2015,GEM NEV,3982
2338,New York,2015,Honda Accord Plug In,279
2339,New York,2015,Honda Fit EV,229
2340,New York,2015,Hyundai Sonata Plug In,39
2341,New York,2015,International Estar,116
2342,New York,2015,Kia Soul EV,6
2343,New York,2015,Mclaren P1,7
2344,New York,2015,Mercedes B-Class Electric,149
2345,New York,2015,Miles ZX40ST,5
2346,New York,2015,Mitsubishi i,104
2347,New York,2015,Nissan Leaf,3974
2348,New York,2015,Porsche 918 Spyder,51
2349,New York,2015,Porsche Cayenne S E-Hybrid,173
2350,New York,2015,Porsche Panamera S E-Hybrid,70
2351,New York,2015,Smart forTwo EV,439
2352,New York,2015,Smith EV,162
2353,New York,2015,Tesla Model S,6944
2354,New York,2015,Tesla Model X,12
2355,New York,2015,Tesla Roadster,111
2356,New York,2015,Toyota Prius Plug-in,7338
2357,New York,2015,Toyota RAV4 EV,25
2358,New York,2015,Volkswagen e-Golf,254
2359,New York,2015,Wheego Life,6
2360,New York,2015,ZAP EV,3
2361,New York,2016,Audi A3 Plug In,660
2362,New York,2016,Azure Transit Connect,34
2363,New York,2016,BMW 3-Series Plug in,112
2364,New York,2016,BMW 7-Series Plug in,9
2365,New York,2016,BMW X5,3484
2366,New York,2016,BMW i3,282
2367,New York,2016,BMW i3 REx,2223
2368,New York,2016,BMW i8,1515
2369,New York,2016,BYD e6,15
2370,New York,2016,Cadillac ELR,526
2371,New York,2016,Chevrolet Spark,43
2372,New York,2016,Chevrolet Volt,15592
2373,New York,2016,Coda EV,20
2374,New York,2016,E-Ride EXV,356
2375,New York,2016,Fisker Karma,105
2376,New York,2016,Ford C-Max Energi,6102
2377,New York,2016,Ford Focus EV,490
2378,New York,2016,Ford Fusion Energi,15024
2379,New York,2016,Ford Ranger,10
2380,New York,2016,Ford Think Neighbor,608
2381,New York,2016,GEM NEV,4092
2382,New York,2016,Honda Accord Plug In,402
2383,New York,2016,Honda Fit EV,192
2384,New York,2016,Hyundai Sonata Plug In,238
2385,New York,2016,International Estar,81
2386,New York,2016,Kia Optima Plug In,4
2387,New York,2016,Kia Soul EV,282
2388,New York,2016,Mclaren P1,62
2389,New York,2016,Mercedes B-Class Electric,141
2390,New York,2016,Mercedes GLE55e,132
2391,New York,2016,Mercedes S550e,2
2392,New York,2016,Miles EV,18
2393,New York,2016,Miles ZX40ST,24
2394,New York,2016,Mitsubishi i,182
2395,New York,2016,Nissan Leaf,7635
2396,New York,2016,Porsche 918 Spyder,69
2397,New York,2016,Porsche Cayenne S E-Hybrid,882
2398,New York,2016,Porsche Panamera S E-Hybrid,128
2399,New York,2016,Smart forTwo EV,812
2400,New York,2016,Smart forTwo EV Cabrio,210
2401,New York,2016,Smith EV,187
2402,New York,2016,Tesla Model S,13498
2403,New York,2016,Tesla Model X,5910
2404,New York,2016,Tesla Roadster,161
2405,New York,2016,Th!nk City,23
2406,New York,2016,Toyota Prius Plug-in,11721
2407,New York,2016,Toyota Prius Prime,1148
2408,New York,2016,Toyota RAV4 EV,9
2409,New York,2016,Volkswagen e-Golf,531
2410,New York,2016,Volvo XC90 Plug In,1023
2411,New York,2016,Wheego Life,8
2412,New York,2017,Audi A3 Plug In,1235
2413,New York,2017,Azure Transit Connect,33
2414,New York,2017,BMW 3-Series Plug in,708
2415,New York,2017,BMW 5-Series Plug in,2214
2416,New York,2017,BMW 7-Series Plug in,1002
2417,New York,2017,BMW X5,8936
2418,New York,2017,BMW i3,557
2419,New York,2017,BMW i3 REx,3987
2420,New York,2017,BMW i8,2079
2421,New York,2017,BYD e6,21
2422,New York,2017,Cadillac CT6,20
2423,New York,2017,Cadillac ELR,904
2424,New York,2017,Chevrolet Bolt EV,14420
2425,New York,2017,Chevrolet Spark,47
2426,New York,2017,Chevrolet Volt,32321
2427,New York,2017,Chrysler Pacifica,1312
2428,New York,2017,Coda EV,7
2429,New York,2017,E-Ride EXV,36
2430,New York,2017,Fiat 500e,232
2431,New York,2017,Fisker Karma,173
2432,New York,2017,Ford C-Max Energi,14359
2433,New York,2017,Ford Focus EV,771
2434,New York,2017,Ford Fusion Energi,26686
2435,New York,2017,Ford Think Neighbor,99
2436,New York,2017,GEM NEV,10471
2437,New York,2017,Honda Accord Plug In,390
2438,New York,2017,Honda Clarity Plug In,249
2439,New York,2017,Honda Fit EV,398
2440,New York,2017,Hyundai Sonata Plug In,648
2441,New York,2017,International Estar,88
2442,New York,2017,Kia Niro Plug In,13
2443,New York,2017,Kia Optima Plug In,2091
2444,New York,2017,Kia Soul EV,6251
2445,New York,2017,Mclaren P1,22
2446,New York,2017,Mercedes B-Class Electric,434
2447,New York,2017,Mercedes GLE55e,369
2448,New York,2017,Mercedes S550e,61
2449,New York,2017,Miles EV,86
2450,New York,2017,Mini Countryman Plug In,373
2451,New York,2017,Mitsubishi i,346
2452,New York,2017,New Flyer Xcelsior CHARGE,185
2453,New York,2017,Nissan Leaf,9468
2454,New York,2017,Porsche 918 Spyder,218
2455,New York,2017,Porsche Cayenne S E-Hybrid,2004
2456,New York,2017,Porsche Panamera S E-Hybrid,287
2457,New York,2017,Proterra Electric Transit Bus,175
2458,New York,2017,Smart forTwo EV,6343
2459,New York,2017,Smart forTwo EV Cabrio,575
2460,New York,2017,Smith EV,90
2461,New York,2017,Tesla Model 3,29
2462,New York,2017,Tesla Model S,33621
2463,New York,2017,Tesla Model X,14283
2464,New York,2017,Tesla Roadster,278
2465,New York,2017,Toyota Prius Plug-in,17382
2466,New York,2017,Toyota Prius Prime,40934
2467,New York,2017,Toyota RAV4 EV,142
2468,New York,2017,Volkswagen e-Golf,1100
2469,New York,2017,Volvo S90 Plug In,12
2470,New York,2017,Volvo XC60 Plug In,162
2471,New York,2017,Volvo XC90 Plug In,2036
2472,New York,2017,Wheego Life,5
2473,New York,2018,Audi A3 Plug In,2014
2474,New York,2018,Azure Transit Connect,175
2475,New York,2018,BMW 3-Series Plug in,983
2476,New York,2018,BMW 5-Series Plug in,9823
2477,New York,2018,BMW 7-Series Plug in,1023
2478,New York,2018,BMW X5,14144
2479,New York,2018,BMW i3,3203
2480,New York,2018,BMW i3 REx,4730
2481,New York,2018,BMW i8,3013
2482,New York,2018,BYD e6,23
2483,New York,2018,Cadillac CT6,136
2484,New York,2018,Cadillac ELR,1051
2485,New York,2018,Chanje V81000 Panel Van,72
2486,New York,2018,Chevrolet Bolt EV,18124
2487,New York,2018,Chevrolet Spark,214
2488,New York,2018,Chevrolet Volt,48116
2489,New York,2018,Chrysler Pacifica,5078
2490,New York,2018,Coda EV,11
2491,New York,2018,E-Ride EXV,90
2492,New York,2018,Fiat 500e,293
2493,New York,2018,Fisker Karma,251
2494,New York,2018,Ford C-Max Energi,13815
2495,New York,2018,Ford Focus EV,1346
2496,New York,2018,Ford Fusion Energi,33699
2497,New York,2018,Ford Ranger,1
2498,New York,2018,Ford Think Neighbor,770
2499,New York,2018,GEM NEV,7862
2500,New York,2018,Honda Accord Plug In,567
2501,New York,2018,Honda Clarity Plug In,31442
2502,New York,2018,Honda Fit EV,212
2503,New York,2018,Hyundai Ioniq EV,124
2504,New York,2018,Hyundai Ioniq Plug In,581
2505,New York,2018,Hyundai Sonata Plug In,988
2506,New York,2018,International Estar,132
2507,New York,2018,Jaguar I-Pace,101
2508,New York,2018,Karma Revero,137
2509,New York,2018,Kia Niro EV,262
2510,New York,2018,Kia Niro Plug In,2485
2511,New York,2018,Kia Optima Plug In,3767
2512,New York,2018,Kia Soul EV,3408
2513,New York,2018,Lion LionC Bus,35
2514,New York,2018,Mclaren P1,103
2515,New York,2018,Mercedes B-Class Electric,264
2516,New York,2018,Mercedes C350e Plug In,90
2517,New York,2018,Mercedes GLC 350e Hybrid,831
2518,New York,2018,Mercedes GLE55e,716
2519,New York,2018,Mercedes S550e,25
2520,New York,2018,Miles ZX40ST,25
2521,New York,2018,Mini Countryman Plug In,1288
2522,New York,2018,Mitsubishi Fuso eCanter,139
2523,New York,2018,Mitsubishi Outlander Plug In,6925
2524,New York,2018,Mitsubishi i,281
2525,New York,2018,New Flyer Xcelsior CHARGE,48
2526,New York,2018,Nissan Leaf,13676
2527,New York,2018,Orange EV T-Series N Standard Duty,34
2528,New York,2018,Porsche 918 Spyder,116
2529,New York,2018,Porsche Cayenne S E-Hybrid,2906
2530,New York,2018,Porsche Panamera S E-Hybrid,1425
2531,New York,2018,Proterra Electric Transit Bus,48
2532,New York,2018,Smart forTwo EV,6941
2533,New York,2018,Smart forTwo EV Cabrio,861
2534,New York,2018,Smith EV,263
2535,New York,2018,Tesla Model 3,69274
2536,New York,2018,Tesla Model S,47087
2537,New York,2018,Tesla Model X,30425
2538,New York,2018,Tesla Roadster,415
2539,New York,2018,Th!nk City,43
2540,New York,2018,Toyota Prius Plug-in,24506
2541,New York,2018,Toyota Prius Prime,77607
2542,New York,2018,Toyota RAV4 EV,106
2543,New York,2018,Volkswagen e-Golf,1248
2544,New York,2018,Volvo S90 Plug In,356
2545,New York,2018,Volvo XC60 Plug In,1255
2546,New York,2018,Volvo XC90 Plug In,2920
2547,New York,2018,Wheego Life,22
2548,New York,2019,Audi A3 Plug In,1234
2549,New York,2019,Audi e-tron,2151
2550,New York,2019,Azure Transit Connect,38
2551,New York,2019,BMW 3-Series Plug in,714
2552,New York,2019,BMW 5-Series Plug in,12103
2553,New York,2019,BMW 7-Series Plug in,1110
2554,New York,2019,BMW X5,8716
2555,New York,2019,BMW i3,3671
2556,New York,2019,BMW i3 REx,3643
2557,New York,2019,BMW i8,4899
2558,New York,2019,Blue Bird All American RE Electric,12
2559,New York,2019,Cadillac CT6,69
2560,New York,2019,Cadillac ELR,1101
2561,New York,2019,Chevrolet Bolt EV,18900
2562,New York,2019,Chevrolet Spark,330
2563,New York,2019,Chevrolet Volt,42529
2564,New York,2019,Chrysler Pacifica,6707
2565,New York,2019,Coda EV,18
2566,New York,2019,E-Ride EXV,40
2567,New York,2019,Fiat 500e,763
2568,New York,2019,Fisker Karma,197
2569,New York,2019,Ford C-Max Energi,13374
2570,New York,2019,Ford Focus EV,609
2571,New York,2019,Ford Fusion Energi,37612
2572,New York,2019,Ford Think Neighbor,38
2573,New York,2019,GEM NEV,7068
2574,New York,2019,Honda Accord Plug In,365
2575,New York,2019,Honda Clarity Plug In,19804
2576,New York,2019,Honda Fit EV,47
2577,New York,2019,Hyundai Ioniq EV,5001
2578,New York,2019,Hyundai Ioniq Plug In,3734
2579,New York,2019,Hyundai Kona Electric,3411
2580,New York,2019,Hyundai Sonata Plug In,2028
2581,New York,2019,International Estar,132
2582,New York,2019,Jaguar I-Pace,1171
2583,New York,2019,Karma Revero,256
2584,New York,2019,Kia Niro EV,1941
2585,New York,2019,Kia Niro Plug In,5216
2586,New York,2019,Kia Optima Plug In,2470
2587,New York,2019,Kia Soul EV,4869
2588,New York,2019,Land Rover Range Rover Plug In,91
2589,New York,2019,Lion LionC Bus,60
2590,New York,2019,Mclaren P1,19
2591,New York,2019,Mercedes B-Class Electric,207
2592,New York,2019,Mercedes C350e Plug In,14
2593,New York,2019,Mercedes GLC 350e Hybrid,5395
2594,New York,2019,Mercedes GLE55e,457
2595,New York,2019,Mercedes S550e,76
2596,New York,2019,Miles ZX40ST,6
2597,New York,2019,Mini Countryman Plug In,1827
2598,New York,2019,Mitsubishi Fuso eCanter,134
2599,New York,2019,Mitsubishi Outlander Plug In,6767
2600,New York,2019,Mitsubishi i,406
2601,New York,2019,New Flyer Xcelsior CHARGE,561
2602,New York,2019,Nissan Leaf,17297
2603,New York,2019,Porsche 918 Spyder,186
2604,New York,2019,Porsche Cayenne S E-Hybrid,3181
2605,New York,2019,Porsche Panamera S E-Hybrid,1059
2606,New York,2019,Porsche Taycan,15
2607,New York,2019,Proterra Electric Transit Bus,118
2608,New York,2019,Smart EQ ForTwo,25
2609,New York,2019,Smart forTwo EV,7817
2610,New York,2019,Smart forTwo EV Cabrio,955
2611,New York,2019,Smith EV,65
2612,New York,2019,Subaru Crosstrek Hybrid,4404
2613,New York,2019,Tesla Model 3,86272
2614,New York,2019,Tesla Model S,47977
2615,New York,2019,Tesla Model X,31199
2616,New York,2019,Tesla Roadster,292
2617,New York,2019,Th!nk City,16
2618,New York,2019,Toyota Mirai,15
2619,New York,2019,Toyota Prius Plug-in,18920
2620,New York,2019,Toyota Prius Prime,76530
2621,New York,2019,Toyota RAV4 EV,183
2622,New York,2019,Volkswagen e-Golf,2327
2623,New York,2019,Volvo S60 Plug In,3391
2624,New York,2019,Volvo S90 Plug In,269
2625,New York,2019,Volvo XC60 Plug In,1494
2626,New York,2019,Volvo XC90 Plug In,2780
2627,New York,2020,Audi A3 Plug In,698
2628,New York,2020,Audi A7 Plug In,2
2629,New York,2020,Audi A8 Plug In,39
2630,New York,2020,Audi Q5 Plug In,687
2631,New York,2020,Audi e-tron,1160
2632,New York,2020,Audi e-tron Sportback,130
2633,New York,2020,Azure Transit Connect,50
2634,New York,2020,BMW 3-Series Plug in,408
2635,New York,2020,BMW 5-Series Plug in,4355
2636,New York,2020,BMW 7-Series Plug in,503
2637,New York,2020,BMW X3,868
2638,New York,2020,BMW X5,3863
2639,New York,2020,BMW i3,1551
2640,New York,2020,BMW i3 REx,1362
2641,New York,2020,BMW i8,1150
2642,New York,2020,BYD e6,6
2643,New York,2020,Bentley Bentayga,19
2644,New York,2020,Blue Bird All American RE Electric,48
2645,New York,2020,Cadillac CT6,41
2646,New York,2020,Cadillac ELR,283
2647,New York,2020,Chanje V81000 Panel Van,5
2648,New York,2020,Chevrolet Bolt EV,9395
2649,New York,2020,Chevrolet Spark,204
2650,New York,2020,Chevrolet Volt,14573
2651,New York,2020,Chrysler Pacifica,2651
2652,New York,2020,E-Ride EXV,16
2653,New York,2020,Fiat 500e,211
2654,New York,2020,Fisker Karma,100
2655,New York,2020,Ford C-Max Energi,4138
2656,New York,2020,Ford Focus EV,409
2657,New York,2020,Ford Fusion Energi,14994
2658,New York,2020,Ford Think Neighbor,38
2659,New York,2020,GEM NEV,1510
2660,New York,2020,Honda Accord Plug In,156
2661,New York,2020,Honda Clarity Plug In,9486
2662,New York,2020,Honda Fit EV,4
2663,New York,2020,Hyundai Ioniq EV,2078
2664,New York,2020,Hyundai Ioniq Plug In,11602
2665,New York,2020,Hyundai Kona Electric,1730
2666,New York,2020,Hyundai Sonata Plug In,1463
2667,New York,2020,International Estar,4
2668,New York,2020,Jaguar I-Pace,628
2669,New York,2020,Karma Revero,121
2670,New York,2020,Kia Niro EV,1395
2671,New York,2020,Kia Niro Plug In,1997
2672,New York,2020,Kia Optima Plug In,939
2673,New York,2020,Kia Soul EV,964
2674,New York,2020,Land Rover Range Rover Plug In,455
2675,New York,2020,Lincoln Aviator Plug In,251
2676,New York,2020,Lion LionC Bus,65
2677,New York,2020,Mclaren P1,27
2678,New York,2020,Mercedes B-Class Electric,62
2679,New York,2020,Mercedes C350e Plug In,29
2680,New York,2020,Mercedes GLC 350e Hybrid,1621
2681,New York,2020,Mercedes GLE55e,205
2682,New York,2020,Mercedes S550e,18
2683,New York,2020,Mini Countryman Plug In,427
2684,New York,2020,Mini Hardtop 2 Door EV,139
2685,New York,2020,Mitsubishi Fuso eCanter,13
2686,New York,2020,Mitsubishi Outlander Plug In,3357
2687,New York,2020,Mitsubishi i,128
2688,New York,2020,New Flyer Xcelsior CHARGE,72
2689,New York,2020,Nissan Leaf,6221
2690,New York,2020,Orange EV T-Series N Standard Duty,12
2691,New York,2020,Polestar 2,12
2692,New York,2020,Porsche 918 Spyder,34
2693,New York,2020,Porsche Cayenne S E-Hybrid,1549
2694,New York,2020,Porsche Panamera S E-Hybrid,748
2695,New York,2020,Porsche Taycan,910
2696,New York,2020,Proterra Electric Transit Bus,192
2697,New York,2020,Smart EQ ForTwo,11
2698,New York,2020,Smart forTwo EV,1819
2699,New York,2020,Smart forTwo EV Cabrio,358
2700,New York,2020,Smith EV,22
2701,New York,2020,Subaru Crosstrek Hybrid,2773
2702,New York,2020,Tesla Model 3,46844
2703,New York,2020,Tesla Model S,18917
2704,New York,2020,Tesla Model X,16637
2705,New York,2020,Tesla Model Y,15335
2706,New York,2020,Tesla Roadster,150
2707,New York,2020,Th!nk City,22
2708,New York,2020,Toyota Prius Plug-in,7433
2709,New York,2020,Toyota Prius Prime,35685
2710,New York,2020,Toyota RAV4 EV,38
2711,New York,2020,Toyota RAV4 Prime,1432
2712,New York,2020,Volkswagen e-Golf,719
2713,New York,2020,Volvo S60 Plug In,750
2714,New York,2020,Volvo S90 Plug In,99
2715,New York,2020,Volvo XC60 Plug In,920
2716,New York,2020,Volvo XC90 Plug In,1795
2717,New York,2020,Wheego Life,12
2718,New York,2021,Audi A3 Plug In,9
2719,New York,2021,Audi A7 Plug In,1
2720,New York,2021,Audi A8 Plug In,2
2721,New York,2021,Audi Q5 Plug In,11
2722,New York,2021,Audi e-tron,16
2723,New York,2021,Audi e-tron Sportback,7
